tree_id,plant_type,species
18907,Tree,Olea europaea :: Olive Tree
1951,Tree,Olea europaea :: Olive Tree
1957,Tree,Olea europaea :: Olive Tree
1958,Tree,Olea europaea :: Olive Tree
1962,Tree,Olea europaea :: Olive Tree
1980,Tree,Olea europaea :: Olive Tree
1984,Tree,Olea europaea :: Olive Tree
10853,Tree,Quercus coccinea :: Scarlet Oak
10945,Tree,Quercus coccinea :: Scarlet Oak
10957,Tree,Quercus coccinea :: Scarlet Oak
10796,Tree,Quercus coccinea :: Scarlet Oak
17496,Tree,Ulmus parvifolia :: Chinese Elm
7562,Tree,Ulmus parvifolia :: Chinese Elm
27497,Tree,Ginkgo biloba :: Maidenhair Tree
22838,Tree,Ginkgo biloba :: Maidenhair Tree
22839,Tree,Ginkgo biloba :: Maidenhair Tree
5298,Tree,Ginkgo biloba :: Maidenhair Tree
5297,Tree,Ginkgo biloba :: Maidenhair Tree
4044,Tree,Ginkgo biloba :: Maidenhair Tree
4043,Tree,Ginkgo biloba :: Maidenhair Tree
4045,Tree,Ginkgo biloba :: Maidenhair Tree
1389,Tree,Ginkgo biloba :: Maidenhair Tree
1392,Tree,Ginkgo biloba :: Maidenhair Tree
1403,Tree,Ginkgo biloba :: Maidenhair Tree
1409,Tree,Ginkgo biloba :: Maidenhair Tree
1412,Tree,Ginkgo biloba :: Maidenhair Tree
4902,Tree,Ginkgo biloba :: Maidenhair Tree
10729,Tree,Ginkgo biloba :: Maidenhair Tree
5220,Tree,Ginkgo biloba :: Maidenhair Tree
6466,Tree,Ginkgo biloba :: Maidenhair Tree
1251,Tree,Acer buergeranum :: Trident Maple
24914,Tree,Acer x freemanii :: Freeman Maple
9652,Tree,Ficus retusa nitida :: Banyan Fig
22817,Tree,Pyrus kawakamii :: Evergreen Pear
18634,Tree,Pyrus kawakamii :: Evergreen Pear
18638,Tree,Pyrus kawakamii :: Evergreen Pear
18637,Tree,Pyrus kawakamii :: Evergreen Pear
18641,Tree,Pyrus kawakamii :: Evergreen Pear
18649,Tree,Pyrus kawakamii :: Evergreen Pear
18650,Tree,Pyrus kawakamii :: Evergreen Pear
18655,Tree,Pyrus kawakamii :: Evergreen Pear
24186,Tree,Pyrus kawakamii :: Evergreen Pear
4356,Tree,Pyrus kawakamii :: Evergreen Pear
6785,Tree,Hymenosporum flavum :: Sweet Shade
24293,Tree,Jacaranda mimosifolia :: Jacaranda
9317,Tree,Ligustrum lucidum :: Glossy Privet
27506,Tree,Melaleuca quinquenervia :: Cajeput
25975,Tree,Melaleuca quinquenervia :: Cajeput
25964,Tree,Melaleuca quinquenervia :: Cajeput
25965,Tree,Melaleuca quinquenervia :: Cajeput
1974,Tree,Melaleuca quinquenervia :: Cajeput
1975,Tree,Melaleuca quinquenervia :: Cajeput
1990,Tree,Melaleuca quinquenervia :: Cajeput
1377,Tree,Acacia baileyana :: Bailey's Acacia
28134,Tree,Acacia baileyana :: Bailey's Acacia
26418,Tree,Eriobotrya deflexa :: Bronze Loquat
25549,Tree,Eriobotrya deflexa :: Bronze Loquat
25548,Tree,Eriobotrya deflexa :: Bronze Loquat
25547,Tree,Eriobotrya deflexa :: Bronze Loquat
11922,Tree,Eriobotrya deflexa :: Bronze Loquat
15051,Tree,Eriobotrya deflexa :: Bronze Loquat
28089,Tree,Quercus agrifolia :: Coast Live Oak
5454,Tree,Prunus x yedoensis :: Yoshino Cherry
5516,Tree,Prunus x yedoensis :: Yoshino Cherry
10827,Tree,Ulmus 'Prospector' :: Prospector Elm
10828,Tree,Ulmus 'Prospector' :: Prospector Elm
10860,Tree,Ulmus 'Prospector' :: Prospector Elm
10858,Tree,Ulmus 'Prospector' :: Prospector Elm
27182,Tree,Lagunaria patersonii :: Primrose Tree
27179,Tree,Lagunaria patersonii :: Primrose Tree
27089,Tree,Lagunaria patersonii :: Primrose Tree
27083,Tree,Lagunaria patersonii :: Primrose Tree
25763,Tree,Lagunaria patersonii :: Primrose Tree
327,Tree,Lophostemon confertus :: Brisbane Box
330,Tree,Lophostemon confertus :: Brisbane Box
334,Tree,Lophostemon confertus :: Brisbane Box
348,Tree,Lophostemon confertus :: Brisbane Box
336,Tree,Lophostemon confertus :: Brisbane Box
350,Tree,Lophostemon confertus :: Brisbane Box
365,Tree,Lophostemon confertus :: Brisbane Box
364,Tree,Lophostemon confertus :: Brisbane Box
12806,Tree,Lophostemon confertus :: Brisbane Box
477,Tree,Lophostemon confertus :: Brisbane Box
1316,Tree,Lophostemon confertus :: Brisbane Box
322,Tree,Lophostemon confertus :: Brisbane Box
21890,Tree,Lophostemon confertus :: Brisbane Box
21903,Tree,Lophostemon confertus :: Brisbane Box
109853,Tree,Lophostemon confertus :: Brisbane Box
21902,Tree,Lophostemon confertus :: Brisbane Box
21918,Tree,Lophostemon confertus :: Brisbane Box
414,Tree,Lophostemon confertus :: Brisbane Box
29528,Tree,Lophostemon confertus :: Brisbane Box
418,Tree,Lophostemon confertus :: Brisbane Box
29442,Tree,Lophostemon confertus :: Brisbane Box
11643,Tree,Lophostemon confertus :: Brisbane Box
21913,Tree,Lophostemon confertus :: Brisbane Box
10541,Tree,Lophostemon confertus :: Brisbane Box
10530,Tree,Lophostemon confertus :: Brisbane Box
10528,Tree,Lophostemon confertus :: Brisbane Box
10250,Tree,Lophostemon confertus :: Brisbane Box
10564,Tree,Lophostemon confertus :: Brisbane Box
10565,Tree,Lophostemon confertus :: Brisbane Box
10356,Tree,Lophostemon confertus :: Brisbane Box
10357,Tree,Lophostemon confertus :: Brisbane Box
11370,Tree,Lophostemon confertus :: Brisbane Box
11397,Tree,Lophostemon confertus :: Brisbane Box
11409,Tree,Lophostemon confertus :: Brisbane Box
24019,Tree,Lophostemon confertus :: Brisbane Box
11377,Tree,Lophostemon confertus :: Brisbane Box
24021,Tree,Lophostemon confertus :: Brisbane Box
24025,Tree,Lophostemon confertus :: Brisbane Box
3867,Tree,Lophostemon confertus :: Brisbane Box
24027,Tree,Lophostemon confertus :: Brisbane Box
24029,Tree,Lophostemon confertus :: Brisbane Box
24042,Tree,Lophostemon confertus :: Brisbane Box
24044,Tree,Lophostemon confertus :: Brisbane Box
24048,Tree,Lophostemon confertus :: Brisbane Box
24049,Tree,Lophostemon confertus :: Brisbane Box
24054,Tree,Lophostemon confertus :: Brisbane Box
24055,Tree,Lophostemon confertus :: Brisbane Box
11236,Tree,Lophostemon confertus :: Brisbane Box
11233,Tree,Lophostemon confertus :: Brisbane Box
11251,Tree,Lophostemon confertus :: Brisbane Box
18086,Tree,Lophostemon confertus :: Brisbane Box
11072,Tree,Lophostemon confertus :: Brisbane Box
4690,Tree,Lophostemon confertus :: Brisbane Box
81836,Tree,Lophostemon confertus :: Brisbane Box
16224,Tree,Lophostemon confertus :: Brisbane Box
21973,Tree,Lophostemon confertus :: Brisbane Box
12829,Tree,Lophostemon confertus :: Brisbane Box
23476,Tree,Lophostemon confertus :: Brisbane Box
16848,Tree,Lophostemon confertus :: Brisbane Box
4707,Tree,Lophostemon confertus :: Brisbane Box
4708,Tree,Lophostemon confertus :: Brisbane Box
1817,Tree,Lophostemon confertus :: Brisbane Box
13149,Tree,Lophostemon confertus :: Brisbane Box
12653,Tree,Lophostemon confertus :: Brisbane Box
24952,Tree,Lophostemon confertus :: Brisbane Box
24951,Tree,Lophostemon confertus :: Brisbane Box
1891,Tree,Rhaphiolepis indica :: India Hawthorn
1897,Tree,Rhaphiolepis indica :: India Hawthorn
329,Tree,Tristaniopsis laurina :: Swamp Myrtle
343,Tree,Tristaniopsis laurina :: Swamp Myrtle
342,Tree,Tristaniopsis laurina :: Swamp Myrtle
351,Tree,Tristaniopsis laurina :: Swamp Myrtle
346,Tree,Tristaniopsis laurina :: Swamp Myrtle
352,Tree,Tristaniopsis laurina :: Swamp Myrtle
368,Tree,Tristaniopsis laurina :: Swamp Myrtle
389,Tree,Tristaniopsis laurina :: Swamp Myrtle
385,Tree,Tristaniopsis laurina :: Swamp Myrtle
27533,Tree,Tristaniopsis laurina :: Swamp Myrtle
388,Tree,Tristaniopsis laurina :: Swamp Myrtle
387,Tree,Tristaniopsis laurina :: Swamp Myrtle
383,Tree,Tristaniopsis laurina :: Swamp Myrtle
384,Tree,Tristaniopsis laurina :: Swamp Myrtle
24663,Tree,Tristaniopsis laurina :: Swamp Myrtle
344,Tree,Tristaniopsis laurina :: Swamp Myrtle
9995,Tree,Tristaniopsis laurina :: Swamp Myrtle
8935,Tree,Tristaniopsis laurina :: Swamp Myrtle
26324,Tree,Tristaniopsis laurina :: Swamp Myrtle
9254,Tree,Tristaniopsis laurina :: Swamp Myrtle
9251,Tree,Tristaniopsis laurina :: Swamp Myrtle
9992,Tree,Tristaniopsis laurina :: Swamp Myrtle
26323,Tree,Tristaniopsis laurina :: Swamp Myrtle
10144,Tree,Tristaniopsis laurina :: Swamp Myrtle
10189,Tree,Tristaniopsis laurina :: Swamp Myrtle
10002,Tree,Tristaniopsis laurina :: Swamp Myrtle
10317,Tree,Tristaniopsis laurina :: Swamp Myrtle
10938,Tree,Tristaniopsis laurina :: Swamp Myrtle
10816,Tree,Tristaniopsis laurina :: Swamp Myrtle
10869,Tree,Tristaniopsis laurina :: Swamp Myrtle
10923,Tree,Tristaniopsis laurina :: Swamp Myrtle
10947,Tree,Tristaniopsis laurina :: Swamp Myrtle
10773,Tree,Tristaniopsis laurina :: Swamp Myrtle
10870,Tree,Tristaniopsis laurina :: Swamp Myrtle
10787,Tree,Tristaniopsis laurina :: Swamp Myrtle
24548,Tree,Tristaniopsis laurina :: Swamp Myrtle
16850,Tree,Tristaniopsis laurina :: Swamp Myrtle
10349,Tree,Tristaniopsis laurina :: Swamp Myrtle
15954,Tree,Tristaniopsis laurina :: Swamp Myrtle
15708,Tree,Tristaniopsis laurina :: Swamp Myrtle
9940,Tree,Tristaniopsis laurina :: Swamp Myrtle
12724,Tree,Tristaniopsis laurina :: Swamp Myrtle
8987,Tree,Tristaniopsis laurina :: Swamp Myrtle
335,Tree,Tristaniopsis laurina :: Swamp Myrtle
5601,Tree,Acacia melanoxylon :: Blackwood Acacia
11448,Tree,Pittosporum undulatum :: Victorian Box
437,Tree,Pittosporum undulatum :: Victorian Box
25599,Tree,Pittosporum undulatum :: Victorian Box
9325,Tree,Pittosporum undulatum :: Victorian Box
86810,Tree,Pittosporum undulatum :: Victorian Box
86809,Tree,Pittosporum undulatum :: Victorian Box
4929,Tree,Pittosporum undulatum :: Victorian Box
4930,Tree,Pittosporum undulatum :: Victorian Box
4937,Tree,Pittosporum undulatum :: Victorian Box
4938,Tree,Pittosporum undulatum :: Victorian Box
4939,Tree,Pittosporum undulatum :: Victorian Box
4947,Tree,Pittosporum undulatum :: Victorian Box
3838,Tree,Pittosporum undulatum :: Victorian Box
3784,Tree,Corymbia ficifolia :: Red Flowering Gum
750,Tree,Cupressus macrocarpa :: Monterey Cypress
20803,Tree,Cupressus macrocarpa :: Monterey Cypress
20881,Tree,Cupressus macrocarpa :: Monterey Cypress
28626,Tree,Washingtonia robusta :: Mexican Fan Palm
5610,Tree,Magnolia grandiflora :: Southern Magnolia
5414,Tree,Magnolia grandiflora :: Southern Magnolia
13060,Tree,Magnolia grandiflora :: Southern Magnolia
3931,Tree,Magnolia grandiflora :: Southern Magnolia
3930,Tree,Magnolia grandiflora :: Southern Magnolia
3934,Tree,Magnolia grandiflora :: Southern Magnolia
3932,Tree,Magnolia grandiflora :: Southern Magnolia
3933,Tree,Magnolia grandiflora :: Southern Magnolia
9996,Tree,Magnolia grandiflora :: Southern Magnolia
1398,Tree,Magnolia grandiflora :: Southern Magnolia
1399,Tree,Magnolia grandiflora :: Southern Magnolia
1405,Tree,Magnolia grandiflora :: Southern Magnolia
4906,Tree,Magnolia grandiflora :: Southern Magnolia
10341,Tree,Magnolia grandiflora :: Southern Magnolia
10840,Tree,Magnolia grandiflora :: Southern Magnolia
10841,Tree,Magnolia grandiflora :: Southern Magnolia
13364,Tree,Magnolia grandiflora :: Southern Magnolia
5565,Tree,Magnolia grandiflora :: Southern Magnolia
10318,Tree,Magnolia grandiflora :: Southern Magnolia
5330,Tree,Magnolia grandiflora :: Southern Magnolia
5522,Tree,Magnolia grandiflora :: Southern Magnolia
5519,Tree,Magnolia grandiflora :: Southern Magnolia
5525,Tree,Magnolia grandiflora :: Southern Magnolia
5337,Tree,Magnolia grandiflora :: Southern Magnolia
5663,Tree,Magnolia grandiflora :: Southern Magnolia
28382,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
25757,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
27347,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
11734,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
27178,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
27055,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
11622,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
11612,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
11623,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
28108,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
11618,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
28066,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
11645,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
11665,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
11664,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
11744,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
11729,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
11742,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
11738,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
11728,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
18801,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
11211,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
11210,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
11207,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
11224,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
18868,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
11212,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
11733,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
26136,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
26137,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
26135,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
2162,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
11217,Tree,Eucalyptus rudis :: Swamp Gum: Flooded Gum
11216,Tree,Eucalyptus rudis :: Swamp Gum: Flooded Gum
14507,Tree,Fraxinus oxycarpa 'Raywood' :: Raywood Ash
14508,Tree,Fraxinus oxycarpa 'Raywood' :: Raywood Ash
1393,Tree,Ginkgo biloba 'Fairmont' :: Fairmont Ginkgo
1406,Tree,Ginkgo biloba 'Fairmont' :: Fairmont Ginkgo
27146,Tree,Callistemon viminalis :: Weeping Bottlebrush
10852,Tree,Callistemon viminalis :: Weeping Bottlebrush
1410,Tree,Ginkgo biloba 'Saratoga' :: Ginkgo: Saratoga
1411,Tree,Ginkgo biloba 'Saratoga' :: Ginkgo: Saratoga
24767,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
21191,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
21190,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
20612,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
25343,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
25344,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
20709,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
25346,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
25345,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
20770,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
20792,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
20794,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
20788,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
26810,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
21064,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
21127,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
21159,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
21262,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
21373,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
25341,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
8906,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
5023,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
5021,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
11891,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
24796,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
10924,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
10943,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
1253,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
27073,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
9303,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
2160,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
21333,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
708,Tree,Phoenix canariensis :: Canary Island Date Palm
292,Tree,Platanus x hispanica :: Sycamore: London Plane
5752,Tree,Platanus x hispanica :: Sycamore: London Plane
28370,Tree,Platanus x hispanica :: Sycamore: London Plane
8322,Tree,Platanus x hispanica :: Sycamore: London Plane
8321,Tree,Platanus x hispanica :: Sycamore: London Plane
18379,Tree,Magnolia grandiflora 'Russet' :: Russet Magnolia
1397,Tree,Ginkgo biloba 'Autumn Gold' :: Ginkgo: Autumn Gold
97529,Tree,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore
97533,Tree,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore
97531,Tree,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore
97532,Tree,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore
97530,Tree,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore
6395,Tree,Eucalyptus polyanthemos :: Silver Dollar Eucalyptus
11256,Tree,Eucalyptus polyanthemos :: Silver Dollar Eucalyptus
1373,Tree,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry
1375,Tree,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry
12571,Tree,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry
10208,Tree,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry
28246,Tree,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry
4020,Tree,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry
10022,Tree,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry
13059,Tree,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia
94055,Tree,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia
94054,Tree,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia
5393,Tree,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia
18367,Tree,Magnolia grandiflora 'Saint Mary' :: Saint Mary Magnolia
16928,Tree,Magnolia grandiflora 'Saint Mary' :: Saint Mary Magnolia
24349,Tree,Pyrus calleryana 'Bradford' :: Ornamental Pear: Bradford
5355,Tree,Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia
3904,Tree,Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia
3929,Tree,Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia
21646,Tree,Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia
5356,Tree,Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia
13340,Tree,Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia
9306,Tree,Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia
9308,Tree,Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia
5416,Tree,Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia
19209,Tree,Ginkgo biloba 'Princeton Sentry' :: Princeton Sentry Maidenhair
8934,Tree,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant'
10095,Tree,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant'
904,Tree,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant'
10190,Tree,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant'
10188,Tree,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant'
10107,Tree,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant'
10186,Tree,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant'
830,Tree,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant'
4287,Tree,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood
4285,Tree,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood
4286,Tree,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood
25976,Tree,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood
4080,Tree,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood
29526,Tree,Tristania conferta ::
98130,Tree,Quercus suber :: Cork Oak
24178,Tree,Pyrus kawakamii :: Evergreen Pear
75081,Tree,Syagrus romanzoffianum :: Queen Palm
29529,Tree,Lophostemon confertus :: Brisbane Box
11375,Tree,Lophostemon confertus :: Brisbane Box
7103,Tree,Lophostemon confertus :: Brisbane Box
6869,Tree,Lophostemon confertus :: Brisbane Box
10919,Tree,Tristaniopsis laurina :: Swamp Myrtle
21764,Tree,Magnolia grandiflora :: Southern Magnolia
4414,Tree,Liquidambar orientalis :: Oriental Sweet Gum
278,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
27311,Tree,Photinia fraseri :: Photinia: Chinese photinia
5534,Tree,Aesculus x carnea 'O'Neill' :: O'Neill Red Horse Chestnut
26974,Tree,Platanus x hispanica 'Columbia' :: Columbia Hybrid Plane Tree
4039,Tree,Ginkgo biloba :: Maidenhair Tree
27166,Tree,Lagerstroemia indica :: Crape Myrtle
24954,Tree,Lophostemon confertus :: Brisbane Box
24953,Tree,Lophostemon confertus :: Brisbane Box
229338,Tree,Magnolia grandiflora :: Southern Magnolia
27310,Tree,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry
10547,Tree,Tree(s) ::
8324,Tree,Tree(s) ::
22190,Tree,Tristania conferta ::
10849,Tree,Quercus suber :: Cork Oak
10628,Tree,Ficus nitida :: Laurel Fig
949,Tree,Taxus baccata :: Irish Yew
10278,Tree,Olea europaea :: Olive Tree
16098,Tree,Juniperus chinensis :: Juniper
10873,Tree,Quercus coccinea :: Scarlet Oak
28805,Tree,Ginkgo biloba :: Maidenhair Tree
14501,Tree,Ginkgo biloba :: Maidenhair Tree
27496,Tree,Ginkgo biloba :: Maidenhair Tree
28806,Tree,Ginkgo biloba :: Maidenhair Tree
27495,Tree,Ginkgo biloba :: Maidenhair Tree
27494,Tree,Ginkgo biloba :: Maidenhair Tree
19099,Tree,Ginkgo biloba :: Maidenhair Tree
11411,Tree,Prunus cerasifera :: Cherry Plum
28275,Tree,Jacaranda mimosifolia :: Jacaranda
25966,Tree,Melaleuca quinquenervia :: Cajeput
1942,Tree,Melaleuca quinquenervia :: Cajeput
1952,Tree,Melaleuca quinquenervia :: Cajeput
1979,Tree,Melaleuca quinquenervia :: Cajeput
10854,Tree,Melaleuca quinquenervia :: Cajeput
24175,Tree,Melaleuca quinquenervia :: Cajeput
15808,Tree,Melaleuca quinquenervia :: Cajeput
26575,Tree,Ulmus 'Prospector' :: Prospector Elm
10871,Tree,Ulmus 'Prospector' :: Prospector Elm
10865,Tree,Ulmus 'Prospector' :: Prospector Elm
1315,Tree,Lophostemon confertus :: Brisbane Box
29441,Tree,Lophostemon confertus :: Brisbane Box
29464,Tree,Lophostemon confertus :: Brisbane Box
29446,Tree,Lophostemon confertus :: Brisbane Box
16766,Tree,Lophostemon confertus :: Brisbane Box
29444,Tree,Lophostemon confertus :: Brisbane Box
21922,Tree,Lophostemon confertus :: Brisbane Box
10533,Tree,Lophostemon confertus :: Brisbane Box
10534,Tree,Lophostemon confertus :: Brisbane Box
10552,Tree,Lophostemon confertus :: Brisbane Box
10557,Tree,Lophostemon confertus :: Brisbane Box
10560,Tree,Lophostemon confertus :: Brisbane Box
11400,Tree,Lophostemon confertus :: Brisbane Box
11408,Tree,Lophostemon confertus :: Brisbane Box
24033,Tree,Lophostemon confertus :: Brisbane Box
24040,Tree,Lophostemon confertus :: Brisbane Box
24050,Tree,Lophostemon confertus :: Brisbane Box
3806,Tree,Lophostemon confertus :: Brisbane Box
3805,Tree,Lophostemon confertus :: Brisbane Box
906,Tree,Lophostemon confertus :: Brisbane Box
238,Tree,Tristaniopsis laurina :: Swamp Myrtle
287,Tree,Tristaniopsis laurina :: Swamp Myrtle
10939,Tree,Tristaniopsis laurina :: Swamp Myrtle
10958,Tree,Tristaniopsis laurina :: Swamp Myrtle
11644,Tree,Corymbia ficifolia :: Red Flowering Gum
11758,Tree,Corymbia ficifolia :: Red Flowering Gum
29768,Tree,Geijera parviflora :: Australian Willow
9993,Tree,Magnolia doltsopa :: Himalayan Magnolia
5809,Tree,Melaleuca ericifolia :: Heath Melaleuca
27300,Tree,Pinus canariensis :: Canary Island Pine
4896,Tree,Callistemon citrinus :: Lemon Bottlebrush
10875,Tree,Callistemon citrinus :: Lemon Bottlebrush
10885,Tree,Callistemon citrinus :: Lemon Bottlebrush
11386,Tree,Magnolia grandiflora :: Southern Magnolia
28381,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
25756,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
10216,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
86462,Tree,Arbutus 'Marina' :: Hybrid Strawberry Tree
27190,Tree,Callistemon viminalis :: Weeping Bottlebrush
10856,Tree,Callistemon viminalis :: Weeping Bottlebrush
10855,Tree,Callistemon viminalis :: Weeping Bottlebrush
279,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
10765,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
10817,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
10843,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
10837,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
10815,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
10917,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
10956,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
24176,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
13372,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
4887,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
9302,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
2159,Tree,Metrosideros excelsa :: New Zealand Xmas Tree
9364,Tree,Photinia fraseri :: Photinia: Chinese photinia
206,Tree,Platanus x hispanica :: Sycamore: London Plane
4907,Tree,Platanus x hispanica :: Sycamore: London Plane
1986,Tree,Platanus x hispanica :: Sycamore: London Plane
1404,Tree,Ginkgo biloba 'Autumn Gold' :: Ginkgo: Autumn Gold
270,Tree,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore
14623,Tree,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry
14624,Tree,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry
